CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
10576728,03/08/2019 06:51:00 AM,03/08/2019 10:01:00 AM,03/08/2019 10:01:00 AM,Closed,,SFMTA - Scooter Queue,General Request - MTA,request_for_service,scooters - request_for_service,"3535 25TH ST, SAN FRANCISCO, CA, 94110",25TH ST,8,Mission,MISSION,37.750350952148,-122.421127319336,"(37.75035095, -122.42112732)",Phone,
10576730,03/08/2019 06:53:00 AM,03/08/2019 07:14:12 AM,03/08/2019 07:14:12 AM,Closed,Officer responded to request under CAD # 190670577. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,WHITE - N/A - NONE,"1152 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",SOUTH VAN NESS AVE,9,Mission,MISSION,37.75471559,-122.41668365,"(37.75471559, -122.41668365)",Phone,
10576729,03/08/2019 06:53:00 AM,03/08/2019 10:15:09 PM,03/08/2019 10:15:09 PM,Closed,Request is a duplicate and has been previously reported as 10576729,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of SUTTER ST and LEAVENWORTH ST,SUTTER ST,3,Lower Nob Hill,CENTRAL,37.788375844283,-122.415212430174,"(37.78837584, -122.41521243)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576729/photos
10576734,03/08/2019 06:56:00 AM,03/12/2019 06:29:00 AM,03/12/2019 06:29:00 AM,Closed,GOA  03/11/19  @1132HRS  #168,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"384 BRADFORD ST, SAN FRANCISCO, CA, 94110",BRADFORD ST,9,Bernal Heights,INGLESIDE,37.7370205,-122.4095847,"(37.7370205, -122.4095847)",Web,http://mobile311.sfgov.org/reports/10576734/photos
10576736,03/08/2019 06:57:00 AM,03/08/2019 10:48:00 AM,03/08/2019 10:48:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"3201 ANZA ST, SAN FRANCISCO, CA, 94121",ANZA ST,1,Outer Richmond,RICHMOND,37.778152772261,-122.482554232816,"(37.77815277, -122.48255423)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576736/photos
10576738,03/08/2019 06:57:25 AM,03/08/2019 07:59:27 AM,03/08/2019 07:59:27 AM,Closed,"Encampment Removed
Close Note: 1 moved along",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"1156 HYDE ST, SAN FRANCISCO, CA, 94109",HYDE ST,3,Nob Hill,CENTRAL,37.791470945848,-122.417527008916,"(37.79147095, -122.41752701)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576738/photos
10576741,03/08/2019 06:58:00 AM,03/08/2019 07:07:03 AM,03/08/2019 07:07:03 AM,Closed,This issue has already been reported through an earlier request.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,green - Volkswagen - 926zek,"2174 22ND AVE, SAN FRANCISCO, CA, 94116",22ND AVE,4,Parkside,TARAVAL,37.7471442,-122.4790312,"(37.7471442, -122.4790312)",Web,http://mobile311.sfgov.org/reports/10576741/photos
10576744,03/08/2019 06:58:00 AM,03/08/2019 08:36:00 AM,03/08/2019 08:36:00 AM,Closed,,DPW Ops Queue,Encampments,Encampment Reports,Storage,"1177 HARRISON ST, SAN FRANCISCO, CA, 94103",HARRISON ST,6,South of Market,SOUTHERN,37.774173736572,-122.407737731934,"(37.77417374, -122.40773773)",Phone,
10576743,03/08/2019 06:58:00 AM,03/08/2019 07:32:34 AM,03/08/2019 07:32:34 AM,Closed,Officer responded to request under CAD # 190670590. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,Gray - Toyota - 5CVT846,"583 CHESTNUT ST, SAN FRANCISCO, CA, 94133",CHESTNUT ST,3,North Beach,CENTRAL,37.8036849,-122.4129906,"(37.8036849, -122.4129906)",Web,http://mobile311.sfgov.org/reports/10576743/photos
10576740,03/08/2019 06:58:07 AM,03/15/2019 11:24:41 AM,03/15/2019 11:24:41 AM,Closed,"Encampment Removed
Close Note:",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"180 AUSTIN ST, SAN FRANCISCO, CA, 94109",AUSTIN ST,3,Lower Nob Hill,NORTHERN,37.789008763394,-122.421498413683,"(37.78900876, -122.42149841)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576740/photos
10576742,03/08/2019 06:58:27 AM,03/08/2019 07:52:31 AM,03/08/2019 07:52:31 AM,Closed,"Agencies responded to request and no encampment in area. Area verified clean.
Close Note: No homeless people here",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"1129 HYDE ST, SAN FRANCISCO, CA, 94109",HYDE ST,3,Nob Hill,CENTRAL,37.791221991501,-122.417535936467,"(37.79122199, -122.41753594)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576742/photos
10576745,03/08/2019 06:59:00 AM,03/08/2019 09:09:00 AM,03/08/2019 09:09:00 AM,Closed,,DPW Ops Queue,Rec and Park Requests,Park - Park_Patrol,Other,"695 LARCH ST, SAN FRANCISCO, CA, 94115",LARCH ST,5,Western Addition,NORTHERN,37.781817614365,-122.427090455947,"(37.78181761, -122.42709046)",Mobile/Open311,
10576747,03/08/2019 06:59:00 AM,03/08/2019 08:14:00 AM,03/08/2019 08:14:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"1171 LAGUNA ST, SAN FRANCISCO, CA, 94115",LAGUNA ST,5,Western Addition,NORTHERN,37.781800967202,-122.427106312769,"(37.78180097, -122.42710631)",Mobile/Open311,
10576748,03/08/2019 07:00:38 AM,03/08/2019 08:17:42 AM,03/08/2019 08:17:42 AM,Closed,"Encampment Removed
Close Note: gone on arrival",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"2001 UNION ST, SAN FRANCISCO, CA, 94123",UNION ST,2,Union Street,NORTHERN,37.7971843,-122.4324863,"(37.7971843, -122.4324863)",Mobile/Open311,
10576750,03/08/2019 07:01:24 AM,03/08/2019 05:50:38 PM,03/08/2019 05:50:38 PM,Closed,WASTE NOT FOUND                                   .,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"856 MARKET ST, SAN FRANCISCO, CA, 94102",MARKET ST,3,Downtown / Union Square,TENDERLOIN,37.785042649305,-122.406808955488,"(37.78504265, -122.40680896)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576750/photos
10576754,03/08/2019 07:03:00 AM,03/11/2019 06:58:00 AM,03/11/2019 06:58:00 AM,Closed,03/08/2019    @1205  HRS #211,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - PickupTruck,SILVER - TOYOTA  - TUNDRA - 09076C1,"1695 FUNSTON AVE, SAN FRANCISCO, CA, 94122",FUNSTON AVE,7,Golden Gate Heights,TARAVAL,37.756698608398,-122.470230102539,"(37.75669861, -122.4702301)",Phone,
10576757,03/08/2019 07:05:00 AM,03/08/2019 08:19:00 AM,03/08/2019 08:19:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"1036 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,6,South of Market,SOUTHERN,37.780349731445,-122.409591674805,"(37.78034973, -122.40959167)",Phone,
10576761,03/08/2019 07:05:00 AM,03/08/2019 10:04:13 AM,03/08/2019 10:04:13 AM,Closed,Officer responded to request under CAD # 190670604. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,Green - Jeep suv - 6unr095,"608 PARIS ST, SAN FRANCISCO, CA, 94112",PARIS ST,11,Excelsior,INGLESIDE,37.719203333333,-122.437003333333,"(37.71920333, -122.43700333)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576761/photos
10576759,03/08/2019 07:05:00 AM,03/08/2019 12:49:00 PM,03/08/2019 12:49:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"880 FRANKLIN ST, SAN FRANCISCO, CA, 94102",FRANKLIN ST,5,Cathedral Hill,NORTHERN,37.782627214556,-122.422134564445,"(37.78262721, -122.42213456)",Mobile/Open311,
10576758,03/08/2019 07:05:26 AM,03/08/2019 04:28:44 PM,03/08/2019 04:28:44 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"6042 CALIFORNIA ST, SAN FRANCISCO, CA, 94121",CALIFORNIA ST,1,Lake Street,RICHMOND,37.7842144,-122.4825711,"(37.7842144, -122.4825711)",Web,
10576763,03/08/2019 07:07:00 AM,03/08/2019 09:47:39 AM,03/08/2019 09:47:39 AM,Closed,Officer responded to request under CAD # 190670620. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,Silver - Honda Accord or civic - 7zmd865,Intersection of FRANCE AVE and PARIS ST,FRANCE AVE,11,Excelsior,INGLESIDE,37.719233333333,-122.436853333333,"(37.71923333, -122.43685333)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576763/photos
10576764,03/08/2019 07:07:34 AM,03/10/2019 12:09:19 PM,03/10/2019 12:09:19 PM,Closed,"Encampment Removed
Close Note: GOA",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,Intersection of DUBOCE AVE and CHURCH ST,DUBOCE AVE,8,Duboce Triangle,PARK,37.769320715286,-122.429199472296,"(37.76932072, -122.42919947)",Mobile/Open311,
10576766,03/08/2019 07:08:00 AM,,03/21/2019 09:35:10 AM,Open,Open,DPW Ops Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Horticultural_Bushes_Plants,Intersection of 23RD AVE and ANZA ST,23RD AVE,1,Outer Richmond,RICHMOND,37.77827612367,-122.482458780442,"(37.77827612, -122.48245878)",Mobile/Open311,
10576765,03/08/2019 07:08:15 AM,03/11/2019 06:16:00 AM,03/11/2019 06:16:00 AM,Closed,"Encampment Removed
Close Note: Cleared",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,Intersection of I-80 E OFF RAMP and I-80 EASTBOUND,I-80 E OFF RAMP,6,South of Market,SOUTHERN,37.778262491373,-122.400813996906,"(37.77826249, -122.400814)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576765/photos
10576767,03/08/2019 07:09:21 AM,03/08/2019 08:03:00 AM,03/08/2019 08:03:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"229 ELLIS ST, SAN FRANCISCO, CA, 94102",ELLIS ST,6,Tenderloin,TENDERLOIN,37.785058454646,-122.410084130357,"(37.78505845, -122.41008413)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576767/photos
10576769,03/08/2019 07:10:00 AM,03/08/2019 08:17:04 AM,03/08/2019 08:17:04 AM,Closed,"Encampment Removed
Close Note:",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,Intersection of WILLOW ST and FRANKLIN ST,WILLOW ST,5,Cathedral Hill,NORTHERN,37.783149719238,-122.422561645508,"(37.78314972, -122.42256165)",Phone,
10576770,03/08/2019 07:10:53 AM,03/08/2019 08:01:00 AM,03/08/2019 08:01:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"229 ELLIS ST, SAN FRANCISCO, CA, 94102",ELLIS ST,6,Tenderloin,TENDERLOIN,37.785067129915,-122.410088237489,"(37.78506713, -122.41008824)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576770/photos
10576772,03/08/2019 07:11:00 AM,03/09/2019 07:41:00 AM,03/09/2019 07:41:00 AM,Closed,"Encampment Removed, Cleaning requested from Public Works in SR# 10580936",311 Supervisor Queue,Encampments,Encampment Reports,Encampment Cleanup,"1390 GREENWICH ST, SAN FRANCISCO, CA, 94109",GREENWICH ST,2,Russian Hill,NORTHERN,37.800717599205,-122.42255881119,"(37.8007176, -122.42255881)",Mobile/Open311,
10576771,03/08/2019 07:11:28 AM,03/08/2019 04:55:33 PM,03/08/2019 04:55:33 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Electronics,"96 SENECA AVE, SAN FRANCISCO, CA, 94112",SENECA AVE,11,Cayuga,INGLESIDE,37.718619,-122.441023,"(37.718619, -122.441023)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576771/photos
10576777,03/08/2019 07:13:00 AM,03/08/2019 10:05:00 AM,03/08/2019 10:05:00 AM,Closed,,DPW Ops Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"20 ALBION ST, SAN FRANCISCO, CA, 94103",ALBION ST,8,Mission Dolores,MISSION,37.766171005747,-122.423270021863,"(37.76617101, -122.42327002)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576777/photos
10576775,03/08/2019 07:13:25 AM,03/08/2019 08:25:00 AM,03/08/2019 08:25:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"96 SENECA AVE, SAN FRANCISCO, CA, 94112",SENECA AVE,11,Cayuga,INGLESIDE,37.718619,-122.441023,"(37.718619, -122.441023)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576775/photos
10576776,03/08/2019 07:13:37 AM,03/08/2019 12:48:22 PM,03/08/2019 12:48:22 PM,Closed,Pickup completed.,Recology_Abandoned,Encampments,Encampment items,Cart Pickup,"2201 IRVING ST, SAN FRANCISCO, CA, 94122",IRVING ST,4,Outer Sunset,TARAVAL,37.76333488934,-122.481598783778,"(37.76333489, -122.48159878)",Mobile/Open311,
10576781,03/08/2019 07:14:00 AM,03/08/2019 09:08:01 AM,03/08/2019 09:08:01 AM,Closed,3/8/19 duplicate Nov.kj,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"2155 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.7622943,-122.4191599,"(37.7622943, -122.4191599)",Web,http://mobile311.sfgov.org/reports/10576781/photos
10576782,03/08/2019 07:15:00 AM,03/08/2019 08:04:00 AM,03/08/2019 08:04:00 AM,Closed,,311 Supervisor Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1075 FLORIDA ST, SAN FRANCISCO, CA, 94110",FLORIDA ST,9,Mission,MISSION,37.754753112793,-122.410118103027,"(37.75475311, -122.4101181)",Phone,
10576783,03/08/2019 07:15:00 AM,03/08/2019 10:15:09 PM,03/08/2019 10:15:09 PM,Closed,Request is a duplicate and has been previously reported as 10576783,DPW Ops Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"1166 18TH ST, SAN FRANCISCO, CA, 94107",18TH ST,10,Potrero Hill,BAYVIEW,37.762775,-122.394333333333,"(37.762775, -122.39433333)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576783/photos
10576785,03/08/2019 07:16:04 AM,03/20/2019 09:30:45 PM,03/20/2019 09:30:45 PM,Closed,Per process - cases are closed 10 days after assignment.,Clear Channel - Transit Queue,Damaged Property,Damaged Transit_Shelter_Platform,Transit_Shelter_Platform,"775 POST ST, SAN FRANCISCO, CA, 94109",POST ST,3,Lower Nob Hill,CENTRAL,37.7874344,-122.4147675,"(37.7874344, -122.4147675)",Web,
10576791,03/08/2019 07:19:26 AM,03/08/2019 09:17:00 AM,03/08/2019 09:17:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"149 MORRIS ST, SAN FRANCISCO, CA, 94107",MORRIS ST,6,South of Market,SOUTHERN,37.775989521422,-122.401299954139,"(37.77598952, -122.40129995)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576791/photos
10576792,03/08/2019 07:20:13 AM,03/08/2019 10:04:00 AM,03/08/2019 10:04:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"20 ALBION ST, SAN FRANCISCO, CA, 94103",ALBION ST,8,Mission Dolores,MISSION,37.766096666667,-122.423333333333,"(37.76609667, -122.42333333)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576792/photos
10576797,03/08/2019 07:22:00 AM,03/11/2019 09:11:00 AM,03/11/2019 09:11:00 AM,Closed,Refer to Traffic signal Shop complaint report 19-0608.  No problem found.,DPT Signal Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of EDDY ST and HYDE ST,EDDY ST,6,Tenderloin,TENDERLOIN,37.783515930176,-122.415885925293,"(37.78351593, -122.41588593)",Phone,
10576802,03/08/2019 07:24:00 AM,03/08/2019 07:26:00 AM,03/08/2019 07:26:00 AM,Closed,,PUC - Water - G,General Request - PUC,request_for_service,water - request_for_service,Intersection of 7TH AVE and LAWTON ST,7TH AVE,7,Inner Sunset,PARK,37.75853729248,-122.46378326416,"(37.75853729, -122.46378326)",Phone,
10576804,03/08/2019 07:24:00 AM,03/08/2019 07:32:24 AM,03/08/2019 07:32:24 AM,Closed,This issue has already been reported through an earlier request.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Tow,Black - Volkswagen Jetta - 8APY932,"38 CASELLI AVE, SAN FRANCISCO, CA, 94114",CASELLI AVE,8,Eureka Valley,MISSION,37.759796142578,-122.440220431549,"(37.75979614, -122.44022043)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576804/photos
10576803,03/08/2019 07:24:36 AM,03/08/2019 10:44:00 AM,03/08/2019 10:44:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"10 DE MONTFORT AVE, SAN FRANCISCO, CA, 94112",DE MONTFORT AVE,7,Ingleside,TARAVAL,37.723684770507,-122.458245424237,"(37.72368477, -122.45824542)",Mobile/Open311,
10576809,03/08/2019 07:26:00 AM,03/10/2019 01:23:00 PM,03/10/2019 01:23:00 PM,Closed,,DPW Ops Queue,Litter Receptacles,Tipped_over,N/A,Intersection of HYDE ST and BUSH ST,HYDE ST,3,Lower Nob Hill,CENTRAL,37.789108276367,-122.417015075684,"(37.78910828, -122.41701508)",Phone,
10576808,03/08/2019 07:26:43 AM,03/08/2019 04:13:55 PM,03/08/2019 04:13:55 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,"903 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,9,Mission,MISSION,37.753860550036,-122.415242018292,"(37.75386055, -122.41524202)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576808/photos
10576811,03/08/2019 07:27:00 AM,,03/22/2019 11:50:03 AM,Open,in progress,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"1114 TENNESSEE ST, SAN FRANCISCO, CA, 94107",TENNESSEE ST,10,Dogpatch,BAYVIEW,37.757665055499,-122.389276728338,"(37.75766506, -122.38927673)",Mobile/Open311,
10576810,03/08/2019 07:27:15 AM,03/10/2019 11:47:28 AM,03/10/2019 11:47:28 AM,Closed,"Agencies responded to request and no encampment in area. Area verified clean.
Close Note: GOA",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"35 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,8,Duboce Triangle,PARK,37.768504102138,-122.433655448118,"(37.7685041, -122.43365545)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576810/photos
10576814,03/08/2019 07:28:00 AM,03/09/2019 12:00:00 AM,03/09/2019 12:00:00 AM,Closed,delivered,DPW Ops Queue,DPW Volunteer Programs,Adopt_A_Street,Adopt_A_Street,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Phone,
10576812,03/08/2019 07:28:00 AM,03/14/2019 07:59:00 AM,03/14/2019 07:59:00 AM,Closed,03/13/2019  @1105 HRS #211,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"208 THRIFT ST, SAN FRANCISCO, CA, 94112",THRIFT ST,11,Oceanview,TARAVAL,37.717455,-122.459371666667,"(37.717455, -122.45937167)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576812/photos
10576816,03/08/2019 07:29:25 AM,03/11/2019 07:07:57 AM,03/11/2019 07:07:57 AM,Closed,Should be routed to DPW-BSES,DPW BSSR Queue,Street Defects,Pavement_Defect,Pavement_Defect,"21 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",WEST PORTAL AVE,7,West Portal,TARAVAL,37.740455627441,-122.465934753418,"(37.74045563, -122.46593475)",Integrated Agency,
10576820,03/08/2019 07:30:00 AM,03/15/2019 05:58:00 AM,03/15/2019 05:58:00 AM,Closed,3-14-19 VEH GOA @ 1130 HOURS #211,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"1945 8TH AVE, SAN FRANCISCO, CA, 94116",8TH AVE,7,Forest Hill,TARAVAL,37.7519239,-122.4644819,"(37.7519239, -122.4644819)",Web,
10576819,03/08/2019 07:30:00 AM,04/22/2019 03:21:00 PM,04/22/2019 03:21:00 PM,Closed,Unable to make contact; left several messages,SFMTA - Muni System Feedback Queue,General Request - MTA,request_for_service,mta_other - request_for_service,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Phone,
10576823,03/08/2019 07:33:00 AM,04/18/2019 11:23:04 AM,04/18/2019 11:23:04 AM,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Inattentiveness_Negligence,201_Pass_Up_Did_Not_Wait_for_Transferee,Intersection of GRAFTON AVE and PLYMOUTH AVE,GRAFTON AVE,11,Ingleside,TARAVAL,37.720031738281,-122.456130981445,"(37.72003174, -122.45613098)",Phone,
10576829,03/08/2019 07:34:00 AM,03/08/2019 07:59:31 AM,03/08/2019 07:59:31 AM,Closed,See CAD# 190670691 for details.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,WHITE - HONDA / CIVIC - 6XOM391,"121 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",LEAVENWORTH ST,6,Tenderloin,TENDERLOIN,37.78206118,-122.41397568,"(37.78206118, -122.41397568)",Phone,
10576830,03/08/2019 07:35:00 AM,03/08/2019 03:22:50 PM,03/08/2019 03:22:50 PM,Closed,completed,DPW Ops Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"288 OLIVE ST, SAN FRANCISCO, CA, 94109",OLIVE ST,5,Cathedral Hill,NORTHERN,37.784192908655,-122.422420987208,"(37.78419291, -122.42242099)",Mobile/Open311,http://mobile311.sfgov.org/reports/10576830/photos
10576831,03/08/2019 07:35:00 AM,03/10/2019 07:54:27 AM,03/10/2019 07:54:27 AM,Closed,"Agencies responded to request and no encampment in area. Area verified clean.
Close Note: block is clear of encampments",Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"282 LINDEN ST, SAN FRANCISCO, CA, 94102",LINDEN ST,5,Civic Center,NORTHERN,37.7765281,-122.4224847,"(37.7765281, -122.4224847)",Web,http://mobile311.sfgov.org/reports/10576831/photos
